Timestamp,Put in your MTurk ID to consent.,undocumented,female,hispanic,white,What is your date of birth? Give month and year only,abc,birthyear,What is your annual income (as you would report it in the Census)? ,income,What is the highest degree or level of school you have completed? ,educ,In which US State do you live?,region0,regionx,born_in_usa,born_usa,"if you are really paying attention, click strongly agree.",attention,Do you think the number of illegal immigrants to America nowadays should be... ,letin,"In the long run, do you think that people who are illegally immigrating to the United States today will make American society better, will make American society worse, or do you think that today's illegal immigrants won't affect American society one way or another? ",immimp,"Now I'm going to read you a series of statements and would like to get your reaction to them. After I read each statement, please tell me if you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree with the statement:                                                              “Illegal immigrants are getting too demanding in their push for equal rights.”"," “The Irish, Italians, Jews, and many other minorities overcame prejudice and worked their way up. Today's illegal immigrants should do the same without any special favors.”",“English will be threatened if other languages are frequently used in large illegal immigrant communities in the U.S.”,immrights,immfavor,immlang,immigrant_crimes,immigrant_ideas,immigrant_jobs,immigrant_growth,immigrant_united,immcrime,immideas,immjob,immgrowth,immunit,"“Recently, there have been several investigative reports regarding the condition of illegal immigrants being held in detention centers around the United States. The reports indicate that some detainees are held for long periods of time under inhumane conditions, lacking sufficient nutrition, proper sanitary facilities, access to legal counseling, or even contact with family members. The reports also discuss cases of medical negligence concerning the treatment of detainees with serious health problems. In one case, a detainee told authorities he was suffering from severe chest pain, profound shortness of breath, and dizziness, and asked for immediate medical attention. However, these situations require supervised transportation to a hospital several miles away from the detention center. In response, detention center officials denied the detainee this medical service because they considered him to be a flight risk. The officials said they had a reasonable cause to deny medical attention outside the facility. The detainee, on the other hand, said that the denial of medical attention was unwarranted and that his health was continuing to deteriorate.” Do you think the government should transport this illegal migrant to the hospital, at the risk of enabling him to escape? ",transport,With which U.S. party do you identify with?,party,media,"How much do you identify as conservative, moderate, or liberal?",polview,"“It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?""",auth,"""white people""","""Latino people"" ",ethnocentrism, Question Is there anything else you would like to tell us about this survey? 
2019/08/09 12:40:21 PM GMT+8,A1A9402JQBA2AF,0,1,0,1,10/19/69,1969,1969,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,il,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Agree,1,1,1,Don't know,Somewhat likely,Don't know,Not too likely,Somewhat likely,0,1,0,-1,1,No,0,Republican,1,4,Moderate,0,Agree,1,9,6,3,
2019/08/09 12:40:41 PM GMT+8,A2NHY01ZTYMYX4,0,0,1,0,1989,1989,1989,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,california,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Don't know,0,Agree,Agree,Disagree,1,1,-1,Not likely at all,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,-2,1,-1,1,1,Yes,1,Republican,1,6,Conservative,2,Agree,1,8,9,-1,
2019/08/09 12:40:54 PM GMT+8,ATGF05HW5Q63J,0,0,0,1,Feb-82,1982,1982,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,TN,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Neither agree nor disagree,Agree,1,0,1,Somewhat likely,Not likely at all,Very likely,Not at all likely,Somewhat likely,1,-2,2,-2,1,Yes,1,Republican,1,5,Slightly conservative,1,Disagree strongly,-2,7,7,0,
2019/08/09 12:40:56 PM GMT+8,AFPMG8TLP1TND,0,0,0,1,Sep-92,1992,1992,"$50,001-75,000",62500,Regular high school diploma,18,Florida,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Somewhat likely,Very likely,Not too likely,Somewhat likely,Not likely at all,1,2,-1,1,-2,Yes,1,Democrat,-1,6,Conservative,2,Disagree,-1,9,9,0,no thank you
2019/08/09 12:41:27 PM GMT+8,A1BBJJHGM0ADN7,0,0,0,1,Feb-74,1974,1974,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Indiana,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,No,0,Independent,0,4,Moderate,0,Disagree strongly,-2,10,5,5,No
2019/08/09 12:41:30 PM GMT+8,A1HNR6OIRFCEHS,0,0,0,1,Nov-93,1993,1993,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Oregon,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,1,1,1,1,1,Yes,1,Democrat,-1,5,Slightly liberal,-1,Agree,1,9,8,1,good survey
2019/08/09 12:41:38 PM GMT+8,A3FXXVWB4808XQ,0,1,0,1,Oct-82,1982,1982,"$50,001-75,000",62500,"Some college credit, but less than 1 year of college credit",12,New Jersey,northeast ,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Agree,Strongly agree,Agree,1,2,1,Very likely,Not too likely,Not likely at all,Not at all likely,Very likely,2,-1,-2,-2,2,No,0,Republican,1,2,Extremely conservative,3,Disagree,-1,6,6,0,no
2019/08/09 12:42:18 PM GMT+8,A3NIZZIMRW6858,0,1,0,1,Oct-90,1990,1990,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,california,west,3,Yes,1,Strongly agree,1,Increased a lot.,2,Won’t affect American society one way or another,0,Agree,Agree,Disagree,1,1,-1,Not likely at all,Somewhat likely,Not too likely,Very likely,Somewhat likely,-2,1,-1,2,1,No,0,Democrat,-1,7,Extremely conservative,3,Agree,1,10,3,7,good
2019/08/09 12:43:08 PM GMT+8,AG0DR7A5Y1976,0,0,0,0,Jul-98,1998,1998,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Alabama,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Very likely,Not likely at all,Very likely,Not likely at all,-1,2,-2,2,-2,Yes,1,Independent,0,5,Slightly conservative,1,Disagree,-1,9,9,0,"i am for any type of immigration, people come here looking for a new life we should help them start fresh!"
2019/08/09 12:43:12 PM GMT+8,AWV0L438RDF8P,0,0,1,0,Jul-89,1989,1989,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,illinois,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Neither disagree nor agree,Agree,Neither agree nor disagree,0,1,0,Somewhat likely,Somewhat likely,Not likely at all,Not too likely,Somewhat likely,1,1,-2,-1,1,No,0,Republican,1,5,Conservative,2,Agree,1,8,9,-1,
2019/08/09 12:43:14 PM GMT+8,A22CN9X0JP1HM4,0,0,0,1,04/0987,1987,1987,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,INDIANA,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Worse,-1,Agree,Agree,Disagree,1,1,-1,Not likely at all,Somewhat likely,Not likely at all,Very likely,Very likely,-2,1,-2,2,2,Yes,1,Republican,1,5,Liberal,-2,Disagree,-1,5,7,-2,GOOD
2019/08/09 12:43:26 PM GMT+8,A1Y6VW621TEYXN,0,0,0,1,Jun-93,1993,1993,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,MA,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Agree,Agree,Agree,1,1,1,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,Not too likely,1,1,2,1,-1,Yes,1,Republican,1,3,Slightly liberal,-1,Agree,1,9,7,2,
2019/08/09 12:43:55 PM GMT+8,AA5ZDXAA2DLY1,0,1,0,0,Nov-81,1981,1981,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Connecticut,northeast ,0,No,0,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Agree,Agree,Disagree,1,1,-1,Not likely at all,Very likely,Somewhat likely,Not too likely,Not likely at all,-2,2,1,-1,-2,Yes,1,Independent,0,3,Moderate,0,Disagree,-1,3,5,-2,no
2019/08/09 12:44:17 PM GMT+8,A1VZFQTTLOYIY0,0,0,1,1,Jan-98,1998,1998,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Texas,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Agree,Strongly disagree,-2,1,-2,Not too likely,Very likely,Not likely at all,Very likely,Somewhat likely,-1,2,-2,2,1,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,10,10,0,"No, I feel very strongly about this topic and would like to continue talking about it. Thank you! Great Survey!"
2019/08/09 12:44:37 PM GMT+8,A3PLJLUKN3PEA2,0,1,0,1,"September, 1968",1968,1968,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Connecticut,northeast,0,Yes,1,Strongly agree,1,Don't know.,0,Won’t affect American society one way or another,0,Agree,Disagree,Strongly disagree,1,-1,-2,Not likely at all,Not too likely,Not likely at all,Don't know,Not likely at all,-2,-1,-2,0,-2,Yes,1,Independent,0,3,Liberal,-2,Disagree,-1,5,5,0,No
2019/08/09 12:45:11 PM GMT+8,A1LSNEWP9PZRV2,0,0,1,1,Nov-95,1995,1995,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,TX,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,2,Slightly liberal,-1,Disagree,-1,9,9,0,
2019/08/09 12:45:22 PM GMT+8,A1ZVCHY6HYVHGA,0,1,0,1,Feb-68,1968,1968,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Pennsylvania,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Somewhat likely,Not too likely,Not too likely,Somewhat likely,-1,1,-1,-1,1,Yes,1,Independent,0,4,Moderate,0,Disagree strongly,-2,8,7,1,No
2019/08/09 12:45:28 PM GMT+8,A3UQ814LD79TYI,0,0,1,0,1975,1975,1975,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Orrick,west,3,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly agree,Agree,Strongly agree,2,1,2,Somewhat likely,Very likely,Somewhat likely,Very likely,Somewhat likely,1,2,1,2,1,Yes,1,Republican,1,6,Extremely liberal,-3,Agree,1,9,8,1,How to answer interview questions about whether there is anything else the .
2019/08/09 12:45:44 PM GMT+8,A1WJU1IQ3UTRC6,0,0,0,1,Jun-79,1979,1979,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Maine,northeast,0,Yes,1,Strongly agree,1,Increased a lot.,2,Worse,-1,Strongly agree,Agree,Disagree,2,1,-1,Very likely,Somewhat likely,Very likely,Not too likely,Very likely,2,1,2,-1,2,Yes,1,Republican,1,3,Slightly liberal,-1,Agree,1,8,6,2,no
2019/08/09 12:46:01 PM GMT+8,A13ON8YD04U972,0,0,0,0,1/26/89,1989,1989,"$25,001-50,000",37500,GED or alternative credential,13,Missouri,south,1,Yes,1,Strongly disagree,0,Remain the same as it is.,0,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Very likely,Not too likely,Somewhat likely,Not likely at all,-1,2,-1,1,-2,Yes,1,Independent,0,1,Extremely liberal,-3,Disagree strongly,-2,8,10,-2,"I don't think it's fair to refer to these individuals as ""illegals"". There is a process of naturalization that I believe most are adhering to."
2019/08/09 12:47:12 PM GMT+8,A3MD3CC58W6WWQ,0,0,0,1,1994/03,1994,1994,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,florida,south,1,Yes,1,Strongly agree,1,Increased a lot.,2,Don't know,0,Strongly agree,Strongly agree,Strongly agree,2,2,2,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,1,2,1,1,1,No,0,Democrat,-1,2,Liberal,-2,Disagree strongly,-2,6,8,-2,awesome survey
2019/08/09 12:47:41 PM GMT+8,A1PK156G147FCR,0,1,0,0,10 1976,1976,1976,"100,001-125,000",112500,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",19,Massachusetts,northeast,0,No,0,Strongly disagree,0,Don't know.,0,Don't know,0,Neither disagree nor agree,Agree,Agree,0,1,1,Don't know,Somewhat likely,Not too likely,Somewhat likely,Not too likely,0,1,-1,1,-1,Yes,1,Independent,0,4,Moderate,0,Agree,1,5,5,0,not really
2019/08/09 12:49:20 PM GMT+8,AMYHVU1VHLS7B,0,0,0,1,Mar-94,1994,1994,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,New York,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Neither disagree nor agree,Neither agree nor disagree,Agree,0,0,1,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,1,2,1,1,1,Yes,1,Republican,1,1,Liberal,-2,Agree,1,6,3,3,good one
2019/08/09 12:49:21 PM GMT+8,AGA1PIIWM8I8D,0,0,0,1,Nov-81,1981,1981,"$50,001-75,000",62500,Regular high school diploma,18,Washington,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Somewhat likely,Not likely at all,Very likely,Don't know,-2,1,-2,2,0,Yes,1,Democrat,-1,3,Liberal,-2,Disagree strongly,-2,3,6,-3,"There are two things honest to God, real Americans love. Mexican food and punching Nazis."
2019/08/09 12:49:32 PM GMT+8,A1S96IXZ4IV0OU,0,1,1,0,Sep-85,1985,1985,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Agree,Neither agree nor disagree,Disagree,1,0,-1,Not too likely,Somewhat likely,Not too likely,Not too likely,Not too likely,-1,1,-1,-1,-1,No,0,Republican,1,5,Slightly conservative,1,Agree,1,8,9,-1,"no, it is a very controversial topic"
2019/08/09 12:51:10 PM GMT+8,A2FIMENJ9UMN7M,0,0,0,1,1986,1986,1986,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,Wisconsin,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Neither disagree nor agree,Agree,Neither agree nor disagree,0,1,0,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,1,1,-1,1,-1,No,0,Democrat,-1,4,Moderate,0,Agree,1,8,8,0,N/A
2019/08/09 12:51:12 PM GMT+8,A4O8E1M88KPET,0,1,0,0,Apr-95,1995,1995,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-1,1,-2,1,-2,Yes,1,Democrat,-1,3,Liberal,-2,Disagree,-1,5,7,-2,
2019/08/09 12:51:22 PM GMT+8,ALZDJ7DBWN919,0,1,0,1,Nov-86,1986,1986,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Indiana,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly disagree,2,2,-2,Not too likely,Somewhat likely,Not likely at all,Don't know,Somewhat likely,-1,1,-2,0,1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,4,10,-6,I feel very differently about immigration depending on who is immigrating. I believe Mexicans and Canadians should have free entry into our society and an easy path to citizenship. They are our neighbors and it's our duty to care for them. I do not feel this way about other countries.
2019/08/09 12:52:34 PM GMT+8,A3774HPOUKYTX7,0,0,0,1,Dec-82,1982,1982,"Above 150,000",162500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,9,10,-1,
2019/08/09 12:57:56 PM GMT+8,A6AAAG3KQ7XXV,0,1,0,0,"April, 1988",1988,1988,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,North Carolina,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Strongly disagree,0,0,-2,Not too likely,Somewhat likely,Not too likely,Very likely,Not likely at all,-1,1,-1,2,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,3,5,-2,No
2019/08/09 12:58:40 PM GMT+8,A3PV30J81HD2RU,0,1,0,0,Jan-54,1954,1954,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Alabama,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Very likely,Not likely at all,Very likely,Not likely at all,-1,2,-2,2,-2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,4,9,-5,no
2019/08/09 1:01:33 PM GMT+8,A11EL5LWS2L1HX,0,0,0,1,1999,1905,1905,"$75,001-100,000",87500,"Some college credit, but less than 1 year of college credit",12,OH,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not likely at all,Very likely,Not likely at all,-1,2,-2,2,-2,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree strongly,-2,10,10,0,Great study!
2019/08/09 1:17:47 PM GMT+8,A1E1PEJCLK9OAJ,0,1,0,1,8/6/91,1991,1991,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,NEWYORK,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Strongly agree,Agree,Agree,2,1,1,Very likely,Somewhat likely,Very likely,Somewhat likely,Very likely,2,1,2,1,2,Yes,1,Republican,1,6,Slightly liberal,-1,Agree,1,9,8,1,YES I WOULD LIKE THIS SURVEY MORE THAN QUESTIONS IS VERY INTERESTED
2019/08/09 1:20:39 PM GMT+8,A1D9ZWU1M46SAF,0,0,0,1,Nov-82,1982,1982,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Neither agree nor disagree,Agree,0,0,1,Not too likely,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,-1,1,1,-1,1,Yes,1,Democrat,-1,4,Liberal,-2,Disagree,-1,5,7,-2,nope
2019/08/09 1:36:05 PM GMT+8,A1DK0O56F7GXKB,0,0,0,1,Aug-91,1991,1991,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Kansas,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Neither disagree nor agree,Agree,Agree,0,1,1,Somewhat likely,Very likely,Not too likely,Very likely,Somewhat likely,1,2,-1,2,1,Yes,1,Republican,1,2,Liberal,-2,Agree,1,8,3,5,NO
2019/08/09 1:42:45 PM GMT+8,A2HWV497VIPO4I,0,0,0,1,May-90,1990,1990,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,TX,south,1,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Agree,Agree,Agree,1,1,1,Very likely,Very likely,Very likely,Very likely,Somewhat likely,2,2,2,2,1,Yes,1,Democrat,-1,6,Liberal,-2,Agree,1,9,10,-1,NOTHING
2019/08/09 1:45:29 PM GMT+8,A2C08Y1SWYN7IN,0,0,0,1,Jul-94,1994,1994,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,TEXAS,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Agree,1,1,1,Very likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,2,1,1,2,1,Yes,1,Republican,1,5,Liberal,-2,Agree,1,9,7,2,NOTHING
2019/08/09 1:54:12 PM GMT+8,A381XY4G5P1VCH,0,1,1,1,3/7/91,1991,1991,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,TEXAS,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Better,1,Agree,Neither agree nor disagree,Agree,1,0,1,Somewhat likely,Not likely at all,Somewhat likely,Somewhat likely,Somewhat likely,1,-2,1,1,1,Yes,1,Republican,1,6,Slightly liberal,-1,Agree,1,9,1,8,GOOD
2019/08/09 1:57:38 PM GMT+8,AK1114SDSV2X4,0,0,0,1,30/07/1991,1991,1991,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,KANSANS,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Strongly agree,Agree,Strongly agree,2,1,2,Very likely,Very likely,Very likely,Somewhat likely,Very likely,2,2,2,1,2,Yes,1,Republican,1,5,Liberal,-2,Agree,1,8,7,1,NO
2019/08/09 1:59:29 PM GMT+8,A3UIDRGBV9NJWR,0,0,0,1,Feb-88,1988,1988,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Colorado,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Agree,-1,0,1,Not too likely,Not too likely,Not likely at all,Not too likely,Somewhat likely,-1,-1,-2,-1,1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Agree,1,7,6,1,everything was okay
2019/08/09 2:07:06 PM GMT+8,A29Y6CQRJVXGIQ,0,0,0,1,3/19/19,2019,2019,"100,001-125,000",112500,"Bachelor’s degree (for example: BA, BS)",16,TEXAS,south,1,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly agree,Strongly agree,Agree,2,2,1,Somewhat likely,Very likely,Very likely,Somewhat likely,Very likely,1,2,2,1,2,Yes,1,Democrat,-1,5,Liberal,-2,Agree,1,8,10,-2,ABOUT PERSONAL OPTINION
2019/08/09 2:09:30 PM GMT+8,AHIUT7MMI2USZ,0,0,0,1,Sep-91,1991,1991,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,KANSAS,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Neither disagree nor agree,Agree,Strongly agree,0,1,2,Somewhat likely,Very likely,Somewhat likely,Very likely,Somewhat likely,1,2,1,2,1,Yes,1,Republican,1,6,Conservative,2,Agree,1,8,10,-2,NICE
2019/08/24 2:43:39 PM GMT+8,A26NGLGGFTATVN,0,0,0,1,Feb-82,1982,1982,"$0-25,000",12500,Regular high school diploma,18,California,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Agree,Strongly agree,0,1,2,Somewhat likely,Not too likely,Not too likely,Not too likely,Somewhat likely,1,-1,-1,-1,1,No,0,Independent,0,4,Moderate,0,Disagree strongly,-2,5,2,3,No issues
2019/08/24 2:43:52 PM GMT+8,A22CN9X0JP1HM4,0,0,1,1,4/3/87,1987,1987,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,INDIANA,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Strongly disagree,Disagree,1,-2,-1,Very likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,2,1,1,2,1,Yes,1,Democrat,-1,6,Liberal,-2,Disagree strongly,-2,7,3,4,YES
2019/08/24 2:44:36 PM GMT+8,A9189NV85IC2Y,0,0,0,1,"june, 1983",1983,1983,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Missouri,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Neither agree nor disagree,1,1,0,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,1,1,-1,1,1,Yes,1,Republican,1,6,Conservative,2,Agree,1,8,8,0,no
2019/08/24 2:46:53 PM GMT+8,A1UY3Q0D2OCZJY,0,0,1,0,9/15/61,1961,1961,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,NEWYORK,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Agree,Agree,Agree,1,1,1,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,1,1,1,1,1,Yes,1,Republican,1,6,Slightly liberal,-1,Agree,1,9,9,0,GOOD
2019/08/24 2:49:36 PM GMT+8,A3GM78FCDY293T,0,0,0,0,Jul-73,1973,1973,"$0-25,000",12500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Oklahoma,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Agree,1,9,9,0,No
2019/08/24 2:50:09 PM GMT+8,A31Z13BGZDNRN9,0,1,0,1,Mar-89,1989,1989,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Tennessee,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not too likely,Somewhat likely,Not at all likely,Very likely,2,-1,1,-2,2,No,0,Republican,1,6,Conservative,2,Agree strongly,2,8,5,3,"fun and interesting study, thank you for including me"
2019/08/24 2:52:07 PM GMT+8,AO5FV9HD56FZZ,0,0,0,0,"november, 1996",1996,1996,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Minnesota,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Disagree,Disagree,Neither agree nor disagree,-1,-1,0,Not too likely,Somewhat likely,Very likely,Not at all likely,Very likely,-1,1,2,-2,2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Agree,1,2,6,-4,No
2019/08/24 2:53:47 PM GMT+8,A1GZNVVE3PMM7Y,0,0,0,0,9 ;1990,1990,1990,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,dallas,south,1,Yes,1,Agree,0,Reduced a little.,-1,Worse,-1,Strongly agree,Disagree,Strongly agree,2,-1,2,Very likely,Very likely,Somewhat likely,Not too likely,Somewhat likely,2,2,1,-1,1,Yes,1,Democrat,-1,2,Liberal,-2,Agree strongly,2,8,10,-2,good job
